standard_number,standard_number_raw,is_number,part,title,scope_description,scope_source,scope_usable,category,latest_version,version_source,year_published,certification_type,mandatory,certification_source,qco_reference,certification_basis,certification_reference,source_url,confidence,review_severity,amendment_count,source,review_reason
IS 13103,IS 13103,13103,,"Hydraulic fluid power - Single rod cylinders, 160 bar (16 MPa) compact series - Port dimensions","This International Standard establishes port dimensions^) for 16 MPa (160 bar^)) compact series cylinders as required for interchangeability of commonly used hydraulic cylinders. NOTE — This Internationa! Standard allows manufacturers of hydraulic equipment, freedom in design of metric cylinders; It does not restrict technical development but provides basic guidelines. The compact series dimensions are most applicable to square head cylinders. This International Standard will be incorporated into the next edition of ISO 6020-2. 2 Normative references The following standards contain provisions which, through reference in this text, constitute provisions of this International Standard. At the time of publication, the editions indicated were valid. All standards are subject to revision, and parties to agreements based on this International Standard are encouraged to investigate the possibility of applying the most recent editions of the standards Indicated below. Members of I EC and ISO maintain registers of currently valid International Standards. ISO 11 79-1 :— 3), Connections for general use and fluid power — Ports and stud ends witt) ISO 228-1 threads witli elastomeric or metal-to-metal sealing — Part 1: Threaded ports, ISO 3320:1 987, Fluid power systems and components — Cylinder bores and piston rod diameters — l^etric series. ISO 5598:1985, Fluid power systems and components — Vocabulary. ISO 6020-2:1 991 , Hydraulic fluid power — Mounting dimensions for single rod cylinders, 16 MPa (160 bar) series — Part 2: Compact series. ISO 6099:1 985, Fluid power systems and components — Cylinders — Identification code for mounting dimensions and mounting types. ISO 6149-1:1993, Connections for fluid power and general use — Ports and stud ends with ISO 261 threads and 0-ring sealing — Part 1: Ports with 0-ring seal in truncated housing. ISO 6162:1994, Hydraulic fluid power — Four-screw split-flange connections for use at pressures of 2,5",scraped,True,Mechanical,IS 13103:2005,derived_from_year,2005,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.13103.2005,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 2974-5,IS 2974-5,2974,5,"Code of practice for design and construction of machine foundations, Part 5: Foundations for impact machines other than hammer (forging and stamping press, pig breaker, drop crusher and jolter)","1.1 This standard ( Part 5 ) deals with design and construction of block type foundations of reinforced concrete for the installation of the following machines: a) Forging, sheet metal and stamping presses, b) Scrap breakers or pig breakers, and c) Jolters.",scraped,True,Cement & Construction,IS 2974-5:1987,derived_from_year,1987,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.2974.5.1987,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 302,IS 302 :,302,,Safety of household and similar electrical appliances: Part 2 Particular requirements Section 26 Clocks,Safety of household and similar electrical appliances: Part 2 Particular requirements Section 26 Clocks,title_fallback,False,Electrical,IS 302:2018,derived_from_year,2018,BIS Product Certification,True,public_knowledge,,Safety of household electrical appliances - appliance QCOs require the Standard Mark,,,low,blocker,0,archive_org_bis,scope_equals_title;scope_too_short (14 words);missing_source_url
IS 302-2-3,IS 302-2-3,302,2-3,"Safety of household and similar electrical appliances, Part 2: Particular requirements, Section 3: Electric iron","Safety of household and similar electrical appliances, Part 2: Particular requirements, Section 3: Electric iron",title_fallback,False,Electrical,IS 302-2-3:2007,derived_from_year,2007,BIS Product Certification,True,qco_gazette,"Electrical Wires, Cables, Appliances and Protection Devices and Accessories (Quality Control) Order, 2003 -- S.O. 189(E) dated 17 Feb 2003 (DPIIT); BIS CMD-1/12:1 dated 08 Dec 2006 (IS 302 Pt.2/Sec.3, electric irons)",,,,low,blocker,,archive_org_bis,scope_equals_title;missing_source_url;missing_amendment_count
IS 302-2-32,IS 302-2-32,302,2-32,"Safety of household and similar electrical appliances, Part 2: Particular requirements: Section 32 Massage appliances","Safety of household and similar electrical appliances, Part 2: Particular requirements: Section 32 Massage appliances",title_fallback,False,Electrical,IS 302-2-32:1994,derived_from_year,1994,BIS Product Certification,True,public_knowledge,,Safety of household electrical appliances - appliance QCOs require the Standard Mark,,,low,blocker,1,archive_org_bis,scope_equals_title;missing_source_url
IS 3023,IS 3023,3023,,Recommended practice for building up by metal spraying,"1.1 This standard covers recommendations for building-up by metal spray- ing using wire and oxy-fuel equipment except and where otherwise stated, the reference is to building-up of the outside surface of the cylindrical components, such as, shafts, rolls, drums, etc, which in fact constitute the bulk of the building up applications for which this process is employed.",scraped,True,Cement & Construction,IS 3023:1965,derived_from_year,1965,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3023.1965,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 3025-2,IS 3025-2,3025,2,"Methods of Sampling and Test (Physical and Chemical) for Water and Waste Water, Part 2: Determination of 33 Elements by Inductively Coupled Plasma Atomic Emission Spectroscopy",1.1 This standard (Part 16) prescribes a gravimetric method for the determination of filterableresidue in water and wastewater. 1.2 This method is applicable to all types of water and waste water.,scraped,True,Chemicals,IS 3025-2:2004,derived_from_year,2004,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3025.16.2023,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 3025-3,IS 3025-3,3025,3,"Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater, Part 3: Precision and Accuracy",1.1 This standard (Part 16) prescribes a gravimetric method for the determination of filterableresidue in water and wastewater. 1.2 This method is applicable to all types of water and waste water.,scraped,True,Chemicals,IS 3025-3:1987,derived_from_year,1987,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3025.16.2023,medium,minor,1,archive_org_bis;archive_org_scope,certification_not_determined
IS 3660-2,IS 3660-2,3660,2,"Methods of Test for Natural Rubber, Part 2: Determination of Volatile Matter","1.1 The standard prescribes a method for the determination of volatile matter, which is volatile at 100°C, present in the natural rubber.",scraped,True,Petroleum,IS 3660-2:1985,derived_from_year,1985,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3660.2.1985,medium,minor,1,archive_org_bis;archive_org_scope,certification_not_determined
IS 3660-7,IS 3660-7,3660,7,"Methods of Test for Natural Rubber, Part 7: Determination of Mooney Viscosity","1.1 The standard prescribes a method for the determination of volatile matter, which is volatile at 100°C, present in the natural rubber.",scraped,True,Petroleum,IS 3660-7:2013,derived_from_year,2013,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3660.2.1985,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 368,IS 368,368,,Electric Immersion Water Heaters LEGALLY BINDING DOCUMENT Step Out From the Old to the New --Jawaharlal Nehru Invent a new India using Knowledge --Satyanarayan Gangaram Pitroda,"The standard covers the general safety and performance requirements for ac single phase or dc portable electric immersion water heaters with a flexible cord and connector intended for water heating purposes. This standard does not cover electric immersion water heaters incorporating thermostat,",scraped,True,Electrical,IS 368:2014,derived_from_year,2014,BIS Product Certification,True,public_knowledge,,Electric immersion water heaters - household appliance under mandatory certification,,https://archive.org/details/gov.in.is.368.2014,high,minor,,archive_org_bis;archive_org_scope,missing_amendment_count
IS 3680,IS 3680,3680,,Round printing ink containers,1.1 This standard prescribes the requirements and methods of sampling and test for round built-up slip lid containers manufactured from tinplate for packing printing inks.,scraped,True,Mechanical,IS 3680:1987,derived_from_year,1987,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3680.1987,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 3741-1,IS 3741-1,3741,1,"Medical Instruments - Sedimentation Tubes, Part 1: Westergren Tube",!•! This standard specifies requirements for Westergren tubes ( also known as ESR or BSR tubes ) used to determine the sedimentation rate of erythrocytes in human blood containing an anti-coagulant by Westergren method.,scraped,True,Medical & Healthcare,IS 3741-1:1990,derived_from_year,1990,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3741.1.1990,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 3746:2018,IS 3746 : 2018,3746,,Graphical Symbols for Coal Preparation Plant (Second Revision),This standard prescribes basic symbols for use in the process flow diagrams and others relating to coal preparation plants.,scraped,True,Mining & Minerals,IS 3746:2018,derived_from_year,2018,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3746.2018,medium,minor,0,archive_org_bis;archive_org_scope,certification_not_determined
IS 3771:2019,IS 3771 : 2019,3771,,"Textiles — Long Cloth, Cotton Khadi, Bleached — Specification ( Second Revision )","Textiles — Long Cloth, Cotton Khadi, Bleached — Specification ( Second Revision )",title_fallback,False,Textiles,IS 3771:2019,derived_from_year,2019,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3771.2019,low,blocker,1,archive_org_bis;archive_org_scope,scope_equals_title;scope_too_short (13 words);certification_not_determined
IS 3792,IS 3792,3792,,Guide for heat insulation of non industrial buildings,"1.1 This guide is intended to cover heat insulation of non-industrial buildings, such as dwellings, hospitals, schools and office buildings wherein no mechanical cooling or heating aids, such as air-conditioning plants, are used. 2.",scraped,True,Cement & Construction,IS 3792:1978,derived_from_year,1978,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3792.1978,medium,minor,,archive_org_bis;archive_org_scope,certification_not_determined;missing_amendment_count
IS 3796,IS 3796,3796,,"SPICES AND CONDIMENTS — FENNEL SEEDS,WHOLE - SPECIFICATION","This standard prescribes the requirements for dried fruits ( seeds ) of fennel ( Foeniculum vulgare Mill,).",scraped,True,Food & Agriculture,IS 3796:1993,derived_from_year,1993,BIS Product Certification,True,public_knowledge,,Spices and condiments - available under BIS product certification,,https://archive.org/details/gov.in.is.3796.1993,high,minor,,archive_org_bis;archive_org_scope,missing_amendment_count
IS 3803-2,IS 3803-2,3803,2,"Steel - Conversion of Elongation Values, Part 2: Austenitic steels","Steel - Conversion of Elongation Values, Part 2: Austenitic steels",title_fallback,False,Mechanical,IS 3803-2:1989,derived_from_year,1989,Not determined,,not_assessed,,,,https://archive.org/details/gov.in.is.3803.2.1989,low,blocker,,archive_org_bis;archive_org_scope,scope_equals_title;scope_too_short (10 words);certification_not_determined;missing_amendment_count
